序号,BV号,时间,播放量,点赞,投币,分享,收藏,弹幕,评论,APP观看,网页观看,总观看,播赞比,周刊总分,周刊播放,周刊互动,周刊收藏,周刊硬币,周刊点赞,周刊修正A,周刊修正B,周刊修正C,周刊修正D,周刊基础播放,年刊总分,年刊播放,年刊互动,年刊收藏,年刊硬币,年刊点赞,年刊修正A,年刊修正B,年刊修正C
735,BV1Y2oNB1ESs,2026-04-22T01:58:27.206229,645831,91087,72828,17518,50096,2752,9844,187,406,593,,,,,,,,,,,,,,,,,,,,,
736,BV1Y2oNB1ESs,2026-04-22T01:59:43.753585,645987,91100,72840,17518,50101,2752,9845,185,394,579,,,,,,,,,,,,,,,,,,,,,
737,BV1Y2oNB1ESs,2026-04-22T02:01:00.243438,646144,91117,72852,17520,50111,2752,9845,190,393,583,,,,,,,,,,,,,,,,,,,,,
738,BV1Y2oNB1ESs,2026-04-22T02:02:16.767330,646300,91127,72854,17522,50113,2752,9845,180,393,573,,,,,,,,,,,,,,,,,,,,,
739,BV1Y2oNB1ESs,2026-04-22T02:03:33.371948,646448,91140,72859,17525,50121,2752,9845,174,389,563,,,,,,,,,,,,,,,,,,,,,
740,BV1Y2oNB1ESs,2026-04-22T02:04:49.953139,646608,91156,72863,17527,50128,2752,9845,181,393,574,,,,,,,,,,,,,,,,,,,,,
741,BV1Y2oNB1ESs,2026-04-22T02:06:06.435828,646756,91172,72875,17530,50138,2752,9845,189,394,583,,,,,,,,,,,,,,,,,,,,,
742,BV1Y2oNB1ESs,2026-04-22T02:07:22.239723,646902,91190,72881,17533,50144,2752,9847,177,400,577,,,,,,,,,,,,,,,,,,,,,
743,BV1Y2oNB1ESs,2026-04-22T02:08:38.731093,647036,91201,72892,17537,50147,2752,9848,172,387,559,,,,,,,,,,,,,,,,,,,,,
744,BV1Y2oNB1ESs,2026-04-22T02:09:55.218430,647176,91210,72910,17537,50157,2753,9848,177,385,562,,,,,,,,,,,,,,,,,,,,,
745,BV1Y2oNB1ESs,2026-04-22T02:11:11.669268,647304,91222,72916,17538,50164,2754,9852,167,388,555,,,,,,,,,,,,,,,,,,,,,
746,BV1Y2oNB1ESs,2026-04-22T02:12:28.124218,647435,91232,72922,17539,50170,2754,9852,161,389,550,,,,,,,,,,,,,,,,,,,,,
747,BV1Y2oNB1ESs,2026-04-22T02:13:44.550065,647565,91244,72932,17541,50176,2755,9852,166,391,557,,,,,,,,,,,,,,,,,,,,,
748,BV1Y2oNB1ESs,2026-04-22T02:15:01.021857,647704,91263,72945,17543,50186,2756,9852,168,394,562,,,,,,,,,,,,,,,,,,,,,
749,BV1Y2oNB1ESs,2026-04-22T02:16:17.457516,647849,91276,72947,17548,50192,2756,9852,166,388,554,,,,,,,,,,,,,,,,,,,,,
750,BV1Y2oNB1ESs,2026-04-22T02:17:33.916679,647986,91286,72957,17551,50199,2757,9853,173,394,567,,,,,,,,,,,,,,,,,,,,,
751,BV1Y2oNB1ESs,2026-04-22T02:18:50.407764,648111,91301,72971,17551,50206,2757,9853,171,392,563,,,,,,,,,,,,,,,,,,,,,
752,BV1Y2oNB1ESs,2026-04-22T02:20:06.873042,648221,91314,72983,17553,50213,2757,9854,177,376,553,,,,,,,,,,,,,,,,,,,,,
753,BV1Y2oNB1ESs,2026-04-22T02:21:23.317428,648350,91323,72987,17553,50215,2757,9855,153,371,524,,,,,,,,,,,,,,,,,,,,,
754,BV1Y2oNB1ESs,2026-04-22T02:22:39.827608,648584,91333,72989,17554,50219,2757,9856,142,364,506,,,,,,,,,,,,,,,,,,,,,
755,BV1Y2oNB1ESs,2026-04-22T02:23:56.275824,648584,91340,73000,17561,50224,2757,9856,138,367,505,,,,,,,,,,,,,,,,,,,,,
756,BV1Y2oNB1ESs,2026-04-22T02:25:12.682755,648705,91351,73006,17561,50227,2757,9856,151,365,516,,,,,,,,,,,,,,,,,,,,,
757,BV1Y2oNB1ESs,2026-04-22T02:26:29.149887,648822,91366,73019,17564,50238,2757,9856,145,367,512,,,,,,,,,,,,,,,,,,,,,
758,BV1Y2oNB1ESs,2026-04-22T02:27:45.635145,648939,91375,73027,17566,50244,2757,9859,140,363,503,,,,,,,,,,,,,,,,,,,,,
759,BV1Y2oNB1ESs,2026-04-22T02:29:02.081715,649145,91381,73027,17568,50249,2757,9859,135,365,500,,,,,,,,,,,,,,,,,,,,,
760,BV1Y2oNB1ESs,2026-04-22T02:30:18.535664,649254,91386,73038,17570,50251,2757,9859,151,363,514,,,,,,,,,,,,,,,,,,,,,
761,BV1Y2oNB1ESs,2026-04-22T02:31:34.942276,649370,91396,73042,17570,50254,2758,9859,151,361,512,,,,,,,,,,,,,,,,,,,,,
762,BV1Y2oNB1ESs,2026-04-22T02:32:51.412922,649479,91403,73046,17572,50260,2758,9859,157,362,519,,,,,,,,,,,,,,,,,,,,,
763,BV1Y2oNB1ESs,2026-04-22T02:34:07.856542,649578,91417,73056,17573,50264,2758,9860,164,363,527,,,,,,,,,,,,,,,,,,,,,
764,BV1Y2oNB1ESs,2026-04-22T02:35:24.262743,649683,91431,73058,17576,50267,2759,9860,156,363,519,,,,,,,,,,,,,,,,,,,,,
765,BV1Y2oNB1ESs,2026-04-22T02:36:40.737842,649784,91443,73068,17579,50276,2759,9862,144,358,502,,,,,,,,,,,,,,,,,,,,,
766,BV1Y2oNB1ESs,2026-04-22T02:37:57.232388,649894,91455,73074,17580,50287,2759,9862,152,350,502,,,,,,,,,,,,,,,,,,,,,
767,BV1Y2oNB1ESs,2026-04-22T02:39:13.775874,649998,91462,73082,17580,50292,2759,9864,146,357,503,,,,,,,,,,,,,,,,,,,,,
768,BV1Y2oNB1ESs,2026-04-22T02:40:30.216777,650113,91472,73088,17583,50298,2759,9864,142,355,497,,,,,,,,,,,,,,,,,,,,,
769,BV1Y2oNB1ESs,2026-04-22T02:41:46.706703,650206,91478,73092,17584,50302,2759,9865,137,353,490,,,,,,,,,,,,,,,,,,,,,
770,BV1Y2oNB1ESs,2026-04-22T02:43:03.142371,650308,91487,73095,17584,50307,2759,9866,145,349,494,,,,,,,,,,,,,,,,,,,,,
771,BV1Y2oNB1ESs,2026-04-22T02:44:19.608855,650406,91497,73099,17585,50315,2759,9867,139,347,486,,,,,,,,,,,,,,,,,,,,,
772,BV1Y2oNB1ESs,2026-04-22T02:45:36.022811,650521,91511,73107,17587,50327,2759,9867,135,344,479,,,,,,,,,,,,,,,,,,,,,
773,BV1Y2oNB1ESs,2026-04-22T02:46:52.399992,650609,91520,73112,17587,50334,2759,9868,136,337,473,,,,,,,,,,,,,,,,,,,,,
774,BV1Y2oNB1ESs,2026-04-22T02:48:08.844895,650701,91524,73116,17588,50336,2759,9869,130,332,462,,,,,,,,,,,,,,,,,,,,,
775,BV1Y2oNB1ESs,2026-04-22T02:49:25.311120,650791,91535,73124,17592,50340,2760,9870,119,329,448,,,,,,,,,,,,,,,,,,,,,
776,BV1Y2oNB1ESs,2026-04-22T02:50:41.761238,650879,91547,73130,17592,50344,2760,9871,106,335,441,,,,,,,,,,,,,,,,,,,,,
777,BV1Y2oNB1ESs,2026-04-22T02:51:58.246041,650963,91553,73134,17592,50348,2760,9871,102,333,435,,,,,,,,,,,,,,,,,,,,,
778,BV1Y2oNB1ESs,2026-04-22T02:53:14.731705,651046,91566,73140,17594,50353,2761,9871,117,328,445,,,,,,,,,,,,,,,,,,,,,
779,BV1Y2oNB1ESs,2026-04-22T02:54:31.201151,651137,91573,73144,17597,50356,2761,9872,115,330,445,,,,,,,,,,,,,,,,,,,,,
780,BV1Y2oNB1ESs,2026-04-22T02:55:47.790529,651218,91581,73152,17598,50363,2761,9874,118,328,446,,,,,,,,,,,,,,,,,,,,,
781,BV1Y2oNB1ESs,2026-04-22T02:57:04.276682,651310,91596,73156,17602,50372,2761,9875,115,330,445,,,,,,,,,,,,,,,,,,,,,
782,BV1Y2oNB1ESs,2026-04-22T02:58:20.745080,651404,91611,73172,17603,50380,2761,9875,136,327,463,,,,,,,,,,,,,,,,,,,,,
783,BV1Y2oNB1ESs,2026-04-22T02:59:37.207358,651505,91621,73184,17604,50385,2761,9876,132,323,455,,,,,,,,,,,,,,,,,,,,,
784,BV1Y2oNB1ESs,2026-04-22T03:00:53.679263,651598,91631,73191,17605,50392,2761,9877,136,319,455,,,,,,,,,,,,,,,,,,,,,
785,BV1Y2oNB1ESs,2026-04-22T03:02:10.136701,651689,91640,73200,17610,50395,2761,9878,138,321,459,,,,,,,,,,,,,,,,,,,,,
786,BV1Y2oNB1ESs,2026-04-22T03:03:26.574956,651773,91648,73207,17610,50401,2761,9878,127,328,455,,,,,,,,,,,,,,,,,,,,,
787,BV1Y2oNB1ESs,2026-04-22T03:04:42.160010,651851,91657,73210,17610,50405,2761,9880,125,331,456,,,,,,,,,,,,,,,,,,,,,
788,BV1Y2oNB1ESs,2026-04-22T03:05:58.601910,651940,91669,73224,17613,50414,2765,9882,116,327,443,,,,,,,,,,,,,,,,,,,,,
789,BV1Y2oNB1ESs,2026-04-22T03:07:14.193930,652028,91677,73228,17614,50417,2765,9884,118,323,441,,,,,,,,,,,,,,,,,,,,,
790,BV1Y2oNB1ESs,2026-04-22T03:08:30.701784,652102,91681,73235,17614,50418,2765,9885,123,316,439,,,,,,,,,,,,,,,,,,,,,
791,BV1Y2oNB1ESs,2026-04-22T03:09:47.280961,652198,91693,73244,17616,50428,2765,9884,107,317,424,,,,,,,,,,,,,,,,,,,,,
792,BV1Y2oNB1ESs,2026-04-22T03:11:03.728594,652275,91699,73248,17620,50434,2765,9884,119,313,432,,,,,,,,,,,,,,,,,,,,,
793,BV1Y2oNB1ESs,2026-04-22T03:12:20.236279,652368,91705,73254,17620,50437,2765,9884,112,315,427,,,,,,,,,,,,,,,,,,,,,
794,BV1Y2oNB1ESs,2026-04-22T03:13:36.687018,652442,91710,73258,17621,50442,2765,9885,111,309,420,,,,,,,,,,,,,,,,,,,,,
795,BV1Y2oNB1ESs,2026-04-22T03:14:53.242236,652509,91718,73262,17621,50447,2765,9885,110,308,418,,,,,,,,,,,,,,,,,,,,,
796,BV1Y2oNB1ESs,2026-04-22T03:16:09.821353,652589,91723,73265,17622,50448,2765,9885,108,307,415,,,,,,,,,,,,,,,,,,,,,
797,BV1Y2oNB1ESs,2026-04-22T03:17:26.324133,652673,91733,73273,17622,50456,2765,9886,114,306,420,,,,,,,,,,,,,,,,,,,,,
798,BV1Y2oNB1ESs,2026-04-22T03:18:42.811079,652759,91746,73278,17623,50460,2765,9887,107,301,408,,,,,,,,,,,,,,,,,,,,,
799,BV1Y2oNB1ESs,2026-04-22T03:19:59.262829,652836,91751,73282,17624,50461,2765,9888,108,305,413,,,,,,,,,,,,,,,,,,,,,
800,BV1Y2oNB1ESs,2026-04-22T03:21:15.757971,652908,91755,73290,17624,50461,2765,9888,112,302,414,,,,,,,,,,,,,,,,,,,,,
801,BV1Y2oNB1ESs,2026-04-22T03:22:32.260706,652973,91762,73293,17624,50465,2765,9888,103,304,407,,,,,,,,,,,,,,,,,,,,,
802,BV1Y2oNB1ESs,2026-04-22T03:23:48.713273,653039,91765,73295,17624,50469,2765,9890,103,302,405,,,,,,,,,,,,,,,,,,,,,
803,BV1Y2oNB1ESs,2026-04-22T03:25:05.264447,653114,91774,73300,17624,50470,2765,9890,107,300,407,,,,,,,,,,,,,,,,,,,,,
804,BV1Y2oNB1ESs,2026-04-22T03:26:21.653380,653182,91780,73306,17624,50472,2766,9891,105,295,400,,,,,,,,,,,,,,,,,,,,,
805,BV1Y2oNB1ESs,2026-04-22T03:27:38.071999,653243,91784,73310,17626,50473,2766,9891,96,296,392,,,,,,,,,,,,,,,,,,,,,
806,BV1Y2oNB1ESs,2026-04-22T03:28:54.568596,653299,91785,73310,17626,50474,2766,9891,78,294,372,,,,,,,,,,,,,,,,,,,,,
807,BV1Y2oNB1ESs,2026-04-22T03:30:11.027473,653356,91787,73310,17626,50475,2766,9893,87,293,380,,,,,,,,,,,,,,,,,,,,,
808,BV1Y2oNB1ESs,2026-04-22T03:31:27.415597,653420,91793,73312,17628,50480,2766,9893,85,294,379,,,,,,,,,,,,,,,,,,,,,
809,BV1Y2oNB1ESs,2026-04-22T03:32:43.897624,653477,91805,73318,17628,50485,2766,9894,84,295,379,,,,,,,,,,,,,,,,,,,,,
810,BV1Y2oNB1ESs,2026-04-22T03:34:00.434818,653539,91809,73318,17629,50488,2766,9896,86,286,372,,,,,,,,,,,,,,,,,,,,,
811,BV1Y2oNB1ESs,2026-04-22T03:35:16.905153,653601,91814,73320,17629,50492,2766,9897,83,286,369,,,,,,,,,,,,,,,,,,,,,
812,BV1Y2oNB1ESs,2026-04-22T03:36:33.410947,653661,91823,73325,17631,50495,2766,9897,95,284,379,,,,,,,,,,,,,,,,,,,,,
813,BV1Y2oNB1ESs,2026-04-22T03:37:49.922989,653738,91833,73330,17632,50499,2766,9898,86,282,368,,,,,,,,,,,,,,,,,,,,,
814,BV1Y2oNB1ESs,2026-04-22T03:39:06.421235,653784,91840,73335,17633,50502,2766,9898,92,279,371,,,,,,,,,,,,,,,,,,,,,
815,BV1Y2oNB1ESs,2026-04-22T03:40:22.913875,653848,91849,73344,17633,50507,2766,9898,95,282,377,,,,,,,,,,,,,,,,,,,,,
816,BV1Y2oNB1ESs,2026-04-22T03:41:39.390465,653908,91853,73348,17634,50510,2766,9898,90,280,370,,,,,,,,,,,,,,,,,,,,,
817,BV1Y2oNB1ESs,2026-04-22T03:42:56.139277,653957,91858,73351,17634,50515,2766,9898,89,278,367,,,,,,,,,,,,,,,,,,,,,
818,BV1Y2oNB1ESs,2026-04-22T03:44:12.391403,654010,91865,73357,17635,50516,2766,9898,88,279,367,,,,,,,,,,,,,,,,,,,,,
819,BV1Y2oNB1ESs,2026-04-22T03:45:28.823321,654065,91870,73360,17636,50518,2767,9898,85,283,368,,,,,,,,,,,,,,,,,,,,,
820,BV1Y2oNB1ESs,2026-04-22T03:46:45.322142,654123,91872,73362,17637,50518,2767,9898,84,283,367,,,,,,,,,,,,,,,,,,,,,
821,BV1Y2oNB1ESs,2026-04-22T03:48:01.744562,654182,91874,73366,17638,50519,2768,9898,95,279,374,,,,,,,,,,,,,,,,,,,,,
822,BV1Y2oNB1ESs,2026-04-22T03:49:18.231681,654240,91879,73370,17639,50521,2768,9898,102,273,375,,,,,,,,,,,,,,,,,,,,,
823,BV1Y2oNB1ESs,2026-04-22T03:50:34.693364,654302,91886,73381,17640,50524,2768,9898,93,270,363,,,,,,,,,,,,,,,,,,,,,
824,BV1Y2oNB1ESs,2026-04-22T03:51:51.269430,654345,91891,73383,17641,50525,2768,9898,97,267,364,,,,,,,,,,,,,,,,,,,,,
825,BV1Y2oNB1ESs,2026-04-22T03:53:07.687537,654395,91894,73386,17641,50527,2768,9898,84,267,351,,,,,,,,,,,,,,,,,,,,,
826,BV1Y2oNB1ESs,2026-04-22T03:54:24.076326,654445,91897,73386,17642,50528,2768,9899,82,264,346,,,,,,,,,,,,,,,,,,,,,
827,BV1Y2oNB1ESs,2026-04-22T03:55:40.524322,654499,91900,73389,17643,50528,2768,9900,88,270,358,,,,,,,,,,,,,,,,,,,,,
828,BV1Y2oNB1ESs,2026-04-22T03:56:56.994616,654549,91910,73395,17643,50531,2768,9902,82,271,353,,,,,,,,,,,,,,,,,,,,,
829,BV1Y2oNB1ESs,2026-04-22T03:58:13.489410,654594,91919,73398,17643,50534,2768,9903,80,272,352,,,,,,,,,,,,,,,,,,,,,
830,BV1Y2oNB1ESs,2026-04-22T03:59:29.993109,654656,91923,73398,17643,50535,2768,9903,89,269,358,,,,,,,,,,,,,,,,,,,,,
831,BV1Y2oNB1ESs,2026-04-22T04:00:46.487744,654718,91928,73402,17644,50536,2768,9904,87,271,358,,,,,,,,,,,,,,,,,,,,,
832,BV1Y2oNB1ESs,2026-04-22T04:02:02.976576,654764,91932,73404,17645,50539,2768,9905,91,270,361,,,,,,,,,,,,,,,,,,,,,
833,BV1Y2oNB1ESs,2026-04-22T04:03:19.478134,654826,91938,73409,17648,50541,2768,9905,88,269,357,,,,,,,,,,,,,,,,,,,,,
834,BV1Y2oNB1ESs,2026-04-22T04:04:35.901817,654884,91941,73413,17648,50545,2768,9905,83,269,352,,,,,,,,,,,,,,,,,,,,,
835,BV1Y2oNB1ESs,2026-04-22T04:05:52.384498,654938,91948,73415,17648,50548,2768,9906,78,267,345,,,,,,,,,,,,,,,,,,,,,
836,BV1Y2oNB1ESs,2026-04-22T04:07:08.790016,654987,91953,73418,17650,50549,2768,9906,80,267,347,,,,,,,,,,,,,,,,,,,,,
837,BV1Y2oNB1ESs,2026-04-22T04:08:25.223820,655031,91956,73420,17650,50553,2768,9906,74,268,342,,,,,,,,,,,,,,,,,,,,,
838,BV1Y2oNB1ESs,2026-04-22T04:09:41.684037,655092,91959,73424,17651,50555,2768,9906,81,268,349,,,,,,,,,,,,,,,,,,,,,
839,BV1Y2oNB1ESs,2026-04-22T04:10:58.132951,655136,91964,73428,17654,50556,2768,9906,87,264,351,,,,,,,,,,,,,,,,,,,,,
840,BV1Y2oNB1ESs,2026-04-22T04:12:14.574224,655179,91969,73428,17655,50558,2768,9906,75,263,338,,,,,,,,,,,,,,,,,,,,,
841,BV1Y2oNB1ESs,2026-04-22T04:13:31.037980,655234,91973,73430,17655,50560,2768,9906,79,260,339,,,,,,,,,,,,,,,,,,,,,
842,BV1Y2oNB1ESs,2026-04-22T04:14:47.550131,655284,91981,73437,17655,50564,2768,9906,78,261,339,,,,,,,,,,,,,,,,,,,,,
843,BV1Y2oNB1ESs,2026-04-22T04:16:04.020769,655332,91984,73441,17657,50565,2769,9907,78,255,333,,,,,,,,,,,,,,,,,,,,,
844,BV1Y2oNB1ESs,2026-04-22T04:17:20.492126,655397,91990,73448,17657,50567,2769,9907,72,255,327,,,,,,,,,,,,,,,,,,,,,
845,BV1Y2oNB1ESs,2026-04-22T04:18:36.949434,655445,91996,73457,17658,50571,2769,9907,77,253,330,,,,,,,,,,,,,,,,,,,,,
846,BV1Y2oNB1ESs,2026-04-22T04:19:53.396583,655490,92002,73462,17659,50576,2769,9907,82,249,331,,,,,,,,,,,,,,,,,,,,,
847,BV1Y2oNB1ESs,2026-04-22T04:21:09.870203,655545,92009,73464,17660,50578,2769,9907,90,249,339,,,,,,,,,,,,,,,,,,,,,
848,BV1Y2oNB1ESs,2026-04-22T04:22:26.386980,655587,92011,73464,17660,50580,2769,9907,83,247,330,,,,,,,,,,,,,,,,,,,,,
849,BV1Y2oNB1ESs,2026-04-22T04:23:42.892238,655632,92012,73464,17660,50580,2769,9907,72,241,313,,,,,,,,,,,,,,,,,,,,,
850,BV1Y2oNB1ESs,2026-04-22T04:24:59.367652,655689,92015,73466,17661,50580,2769,9907,79,245,324,,,,,,,,,,,,,,,,,,,,,
851,BV1Y2oNB1ESs,2026-04-22T04:26:15.831337,655735,92022,73469,17662,50581,2769,9908,73,243,316,,,,,,,,,,,,,,,,,,,,,
852,BV1Y2oNB1ESs,2026-04-22T04:27:32.298379,655777,92027,73473,17662,50584,2769,9909,70,239,309,,,,,,,,,,,,,,,,,,,,,
853,BV1Y2oNB1ESs,2026-04-22T04:28:48.808812,655821,92030,73475,17662,50585,2769,9909,71,240,311,,,,,,,,,,,,,,,,,,,,,
854,BV1Y2oNB1ESs,2026-04-22T04:30:05.274384,655868,92034,73480,17664,50588,2769,9909,75,241,316,,,,,,,,,,,,,,,,,,,,,
855,BV1Y2oNB1ESs,2026-04-22T04:31:21.717248,655907,92039,73480,17664,50589,2770,9909,79,242,321,,,,,,,,,,,,,,,,,,,,,
856,BV1Y2oNB1ESs,2026-04-22T04:32:38.185982,655959,92040,73481,17664,50589,2770,9909,75,243,318,,,,,,,,,,,,,,,,,,,,,
857,BV1Y2oNB1ESs,2026-04-22T04:33:54.699896,655990,92043,73486,17666,50592,2770,9909,64,243,307,,,,,,,,,,,,,,,,,,,,,
858,BV1Y2oNB1ESs,2026-04-22T04:35:11.137030,656028,92044,73486,17666,50593,2770,9909,61,246,307,,,,,,,,,,,,,,,,,,,,,
859,BV1Y2oNB1ESs,2026-04-22T04:36:27.578904,656060,92046,73486,17667,50594,2770,9909,66,247,313,,,,,,,,,,,,,,,,,,,,,
860,BV1Y2oNB1ESs,2026-04-22T04:37:44.094901,656096,92049,73486,17670,50596,2770,9909,61,251,312,,,,,,,,,,,,,,,,,,,,,
861,BV1Y2oNB1ESs,2026-04-22T04:39:00.504915,656146,92052,73490,17670,50599,2770,9909,71,247,318,,,,,,,,,,,,,,,,,,,,,
862,BV1Y2oNB1ESs,2026-04-22T04:40:16.987061,656186,92056,73494,17671,50601,2770,9909,70,242,312,,,,,,,,,,,,,,,,,,,,,
863,BV1Y2oNB1ESs,2026-04-22T04:41:33.423572,656222,92062,73502,17672,50605,2770,9910,72,243,315,,,,,,,,,,,,,,,,,,,,,
864,BV1Y2oNB1ESs,2026-04-22T04:42:49.951301,656251,92064,73502,17673,50605,2770,9910,66,241,307,,,,,,,,,,,,,,,,,,,,,
865,BV1Y2oNB1ESs,2026-04-22T04:44:06.435095,656291,92068,73506,17673,50608,2770,9910,59,242,301,,,,,,,,,,,,,,,,,,,,,
866,BV1Y2oNB1ESs,2026-04-22T04:45:22.924630,656334,92072,73509,17673,50611,2770,9910,66,239,305,,,,,,,,,,,,,,,,,,,,,
867,BV1Y2oNB1ESs,2026-04-22T04:46:39.415682,656366,92076,73509,17673,50612,2770,9910,56,238,294,,,,,,,,,,,,,,,,,,,,,
868,BV1Y2oNB1ESs,2026-04-22T04:47:55.884209,656410,92080,73513,17674,50616,2770,9910,59,237,296,,,,,,,,,,,,,,,,,,,,,
869,BV1Y2oNB1ESs,2026-04-22T04:49:12.343007,656455,92084,73515,17674,50618,2770,9910,58,239,297,,,,,,,,,,,,,,,,,,,,,
870,BV1Y2oNB1ESs,2026-04-22T04:50:28.814940,656490,92088,73517,17674,50620,2770,9910,52,236,288,,,,,,,,,,,,,,,,,,,,,
871,BV1Y2oNB1ESs,2026-04-22T04:51:45.274493,656534,92094,73520,17675,50620,2770,9910,57,236,293,,,,,,,,,,,,,,,,,,,,,
872,BV1Y2oNB1ESs,2026-04-22T04:53:01.807352,656534,92097,73524,17677,50621,2770,9910,61,235,296,,,,,,,,,,,,,,,,,,,,,
873,BV1Y2oNB1ESs,2026-04-22T04:54:18.259054,656577,92100,73524,17677,50623,2770,9910,54,239,293,,,,,,,,,,,,,,,,,,,,,
874,BV1Y2oNB1ESs,2026-04-22T04:55:34.769056,656603,92100,73526,17677,50624,2770,9910,49,237,286,,,,,,,,,,,,,,,,,,,,,
875,BV1Y2oNB1ESs,2026-04-22T04:56:51.127623,656645,92101,73526,17678,50624,2770,9910,44,230,274,,,,,,,,,,,,,,,,,,,,,
876,BV1Y2oNB1ESs,2026-04-22T04:58:07.631491,656691,92108,73534,17680,50629,2770,9910,51,230,281,,,,,,,,,,,,,,,,,,,,,
877,BV1Y2oNB1ESs,2026-04-22T04:59:24.154291,656738,92110,73535,17681,50630,2770,9910,53,229,282,,,,,,,,,,,,,,,,,,,,,
878,BV1Y2oNB1ESs,2026-04-22T05:00:40.512041,656784,92112,73541,17682,50632,2770,9910,52,232,284,,,,,,,,,,,,,,,,,,,,,
879,BV1Y2oNB1ESs,2026-04-22T05:01:56.974146,656833,92115,73542,17682,50633,2770,9910,55,232,287,,,,,,,,,,,,,,,,,,,,,
880,BV1Y2oNB1ESs,2026-04-22T05:03:13.419683,656878,92116,73543,17682,50635,2772,9910,56,228,284,,,,,,,,,,,,,,,,,,,,,
881,BV1Y2oNB1ESs,2026-04-22T05:04:29.880971,656921,92123,73548,17682,50637,2773,9911,58,231,289,,,,,,,,,,,,,,,,,,,,,
882,BV1Y2oNB1ESs,2026-04-22T05:05:46.327775,656969,92125,73550,17682,50637,2773,9912,57,234,291,,,,,,,,,,,,,,,,,,,,,
883,BV1Y2oNB1ESs,2026-04-22T05:07:02.769028,657022,92129,73552,17683,50639,2773,9912,57,236,293,,,,,,,,,,,,,,,,,,,,,
884,BV1Y2oNB1ESs,2026-04-22T05:08:19.208116,657074,92132,73554,17684,50639,2773,9912,62,237,299,,,,,,,,,,,,,,,,,,,,,
885,BV1Y2oNB1ESs,2026-04-22T05:09:35.636640,657107,92135,73558,17685,50640,2773,9912,60,240,300,,,,,,,,,,,,,,,,,,,,,
886,BV1Y2oNB1ESs,2026-04-22T05:10:52.155978,657149,92136,73559,17685,50640,2773,9913,62,244,306,,,,,,,,,,,,,,,,,,,,,
887,BV1Y2oNB1ESs,2026-04-22T05:12:08.558656,657195,92139,73563,17687,50643,2773,9913,63,244,307,,,,,,,,,,,,,,,,,,,,,
888,BV1Y2oNB1ESs,2026-04-22T05:13:25.038543,657240,92143,73563,17688,50645,2774,9913,64,240,304,,,,,,,,,,,,,,,,,,,,,
889,BV1Y2oNB1ESs,2026-04-22T05:14:41.569317,657306,92147,73565,17688,50650,2774,9914,67,239,306,,,,,,,,,,,,,,,,,,,,,
890,BV1Y2oNB1ESs,2026-04-22T05:15:57.996995,657359,92150,73567,17689,50652,2774,9914,59,239,298,,,,,,,,,,,,,,,,,,,,,
891,BV1Y2oNB1ESs,2026-04-22T05:17:14.464148,657414,92154,73569,17689,50654,2774,9915,57,239,296,,,,,,,,,,,,,,,,,,,,,
892,BV1Y2oNB1ESs,2026-04-22T05:18:30.879068,657461,92156,73571,17690,50656,2774,9915,52,236,288,,,,,,,,,,,,,,,,,,,,,
893,BV1Y2oNB1ESs,2026-04-22T05:19:47.304103,657511,92162,73572,17691,50660,2774,9917,63,236,299,,,,,,,,,,,,,,,,,,,,,
894,BV1Y2oNB1ESs,2026-04-22T05:21:03.732502,657564,92167,73574,17692,50663,2774,9917,67,232,299,,,,,,,,,,,,,,,,,,,,,
895,BV1Y2oNB1ESs,2026-04-22T05:22:20.196039,657610,92169,73576,17692,50665,2774,9917,64,231,295,,,,,,,,,,,,,,,,,,,,,
896,BV1Y2oNB1ESs,2026-04-22T05:23:36.576272,657649,92172,73578,17692,50667,2774,9917,63,234,297,,,,,,,,,,,,,,,,,,,,,
897,BV1Y2oNB1ESs,2026-04-22T05:24:52.974766,657685,92176,73582,17692,50671,2774,9919,66,235,301,,,,,,,,,,,,,,,,,,,,,
898,BV1Y2oNB1ESs,2026-04-22T05:26:09.447712,657744,92181,73584,17692,50673,2776,9920,63,235,298,,,,,,,,,,,,,,,,,,,,,
899,BV1Y2oNB1ESs,2026-04-22T05:27:25.991758,657795,92183,73588,17694,50674,2777,9920,56,236,292,,,,,,,,,,,,,,,,,,,,,
900,BV1Y2oNB1ESs,2026-04-22T05:28:42.464164,657835,92186,73590,17695,50676,2777,9920,60,235,295,,,,,,,,,,,,,,,,,,,,,
901,BV1Y2oNB1ESs,2026-04-22T05:29:58.953033,657883,92190,73592,17695,50680,2777,9922,64,235,299,,,,,,,,,,,,,,,,,,,,,
902,BV1Y2oNB1ESs,2026-04-22T05:31:15.443860,657926,92192,73595,17697,50680,2777,9922,64,237,301,,,,,,,,,,,,,,,,,,,,,
903,BV1Y2oNB1ESs,2026-04-22T05:32:31.978532,657967,92197,73598,17697,50681,2778,9922,62,230,292,,,,,,,,,,,,,,,,,,,,,
904,BV1Y2oNB1ESs,2026-04-22T05:33:48.457418,658027,92198,73598,17697,50681,2778,9922,63,229,292,,,,,,,,,,,,,,,,,,,,,
905,BV1Y2oNB1ESs,2026-04-22T05:35:04.951495,658075,92201,73602,17697,50683,2778,9922,69,229,298,,,,,,,,,,,,,,,,,,,,,
906,BV1Y2oNB1ESs,2026-04-22T05:36:21.391316,658122,92208,73615,17699,50686,2778,9922,63,226,289,,,,,,,,,,,,,,,,,,,,,
